Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
ban	3	99.98138	99.96990	99.98933	0.999883	0.999905	
bad	3	99.97996	99.96990	99.98933	0.999873	0.999895	
aydogdu	3	99.98211	99.96990	99.98933	0.999856	0.999849	
awarded	3	99.97923	99.96990	99.98933	0.999837	0.999830	
average	3	99.97923	99.96990	99.98933	0.999837	0.999830	
authority	3	99.97923	99.96990	99.98933	0.999822	0.999800	
attacks	3	99.97923	99.96990	99.98933	0.999837	0.999830	
authorities	3	99.98069	99.96990	99.98933	0.999801	0.999765	
austrian	3	99.97923	99.96990	99.98933	0.999828	0.999814	
attacking	3	99.97923	99.96990	99.98933	0.999819	0.999798	
asg	3	99.98561	99.96990	99.98933	0.999892	0.999913	
assumes	3	99.98569	99.96990	99.98933	0.999853	0.999845	
arms	3	99.98346	99.96990	99.98933	0.999879	0.999894	
architect	3	99.98211	99.96990	99.98933	0.999829	0.999808	
apples	3	99.97923	99.96990	99.98933	0.999846	0.999846	
applause	3	99.97923	99.96990	99.98933	0.999828	0.999814	
apart	3	99.98561	99.96990	99.98933	0.999881	0.999888	
anyway	3	99.98776	99.96990	99.98933	0.999888	0.999888	
aogo	3	99.98419	99.96990	99.98933	0.999879	0.999894	
anti	3	99.97923	99.96990	99.98933	0.999864	0.999879	
alternative	3	99.97996	99.96990	99.98933	0.999801	0.999765	
annual	3	99.97996	99.96990	99.98933	0.999846	0.999846	
allow	3	99.97923	99.96990	99.98933	0.999855	0.999862	
annoyed	3	99.98211	99.96990	99.98933	0.999850	0.999843	
aircraft	3	99.97923	99.96990	99.98933	0.999828	0.999814	
allbright	3	99.98346	99.96990	99.98933	0.999834	0.999813	
allegations	3	99.97923	99.96990	99.98933	0.999801	0.999765	
aigner	3	99.98138	99.96990	99.98933	0.999846	0.999846	
agenda	3	99.98138	99.96990	99.98933	0.999856	0.999856	
affected	3	99.98138	99.96990	99.98933	0.999838	0.999824	
addressed	3	99.98138	99.96990	99.98933	0.999829	0.999808	
advantage	3	99.97923	99.96990	99.98933	0.999819	0.999798	
address	3	99.97923	99.96990	99.98933	0.999837	0.999830	
actor	3	99.97996	99.96990	99.98933	0.999855	0.999862	
actions	3	99.98561	99.96990	99.98933	0.999863	0.999855	
achieved	3	99.97923	99.96990	99.98933	0.999828	0.999814	
accordingly	3	99.98346	99.96990	99.98933	0.999819	0.999783	
accompanied	3	99.97923	99.96990	99.98933	0.999801	0.999765	
accidents	3	99.98353	99.96990	99.98933	0.999840	0.999818	
abtswind	3	99.97996	99.96990	99.98933	0.999828	0.999814	
aasee	3	99.98768	99.96990	99.98933	0.999886	0.999893	
89th	3	99.97923	99.96990	99.98933	0.999864	0.999879	
86	3	99.97923	99.96990	99.98933	0.999882	0.999911	
84	3	99.97923	99.96990	99.98933	0.999883	0.999912	
800	3	99.97996	99.96990	99.98933	0.999873	0.999895	
76	3	99.97923	99.96990	99.98933	0.999882	0.999911	
72	3	99.97923	99.96990	99.98933	0.999882	0.999911	
65	3	99.97923	99.96990	99.98933	0.999882	0.999911	
60th	3	99.97996	99.96990	99.98933	0.999864	0.999879	
59th	3	99.97923	99.96990	99.98933	0.999864	0.999879	
52	3	99.98138	99.96990	99.98933	0.999892	0.999921	
50th	3	99.98284	99.96990	99.98933	0.999864	0.999879	
500	3	99.98069	99.96990	99.98933	0.999873	0.999895	
49	3	99.97923	99.96990	99.98933	0.999882	0.999911	
3rd	3	99.97923	99.96990	99.98933	0.999873	0.999895	
47	3	99.97996	99.96990	99.98933	0.999888	0.999917	
400	3	99.98419	99.96990	99.98933	0.999888	0.999910	
245.7	3	99.98211	99.96990	99.98933	0.999856	0.999863	
37	3	99.97923	99.96990	99.98933	0.999882	0.999911	
23	3	99.97923	99.96990	99.98933	0.999882	0.999911	
1,500	3	99.97923	99.96990	99.98933	0.999855	0.999862	
10,000	3	99.98561	99.96990	99.98933	0.999865	0.999865	
05	3	99.97923	99.96990	99.98933	0.999882	0.999911	
150	3	99.98211	99.96990	99.98933	0.999873	0.999895	
2024	3	99.98138	99.96990	99.98933	0.999874	0.999889	
...	3	99.99191	99.96990	99.98933	0.999919	0.999941	
zieler	2	99.98615	99.96990	99.99146	0.999899	0.999899	
zero	2	99.98831	99.96990	99.99146	0.999922	0.999931	
zymner	2	99.98615	99.96990	99.99146	0.999901	0.999901	
zeitung	2	99.98689	99.96990	99.99146	0.999900	0.999895	
zdf	2	99.98615	99.96990	99.99146	0.999918	0.999933	
yilmaz	2	99.98615	99.96990	99.99146	0.999911	0.999911	
x	2	99.98615	99.96990	99.99146	0.999940	0.999964	
wulff	2	99.98615	99.96990	99.99146	0.999903	0.999908	
yann	2	99.98689	99.96990	99.99146	0.999911	0.999921	
yesterday	2	99.99253	99.96990	99.99146	0.999909	0.999894	
wrote	2	99.98831	99.96990	99.99146	0.999910	0.999914	
wrongdoing	2	99.99253	99.96990	99.99146	0.999899	0.999880	
worrying	2	99.98615	99.96990	99.99146	0.999887	0.999878	
worse	2	99.99253	99.96990	99.99146	0.999929	0.999934	
witness	2	99.99038	99.96990	99.99146	0.999907	0.999902	
withdrawn	2	99.98615	99.96990	99.99146	0.999879	0.999865	
withdrawal	2	99.98615	99.96990	99.99146	0.999873	0.999854	
windspiel	2	99.98615	99.96990	99.99146	0.999879	0.999865	
wish	2	99.98615	99.96990	99.99146	0.999909	0.999919	
windows	2	99.98615	99.96990	99.99146	0.999891	0.999887	
wild	2	99.98689	99.96990	99.99146	0.999909	0.999919	
wieckowicz	2	99.98615	99.96990	99.99146	0.999885	0.999866	
wiesel	2	99.98831	99.96990	99.99146	0.999899	0.999899	
wherever	2	99.98689	99.96990	99.99146	0.999885	0.999876	
whole	2	99.98904	99.96990	99.99146	0.999907	0.999911	
wiebke	2	99.98689	99.96990	99.99146	0.999897	0.999897	
western	2	99.98615	99.96990	99.99146	0.999891	0.999887	
werdohl	2	99.99461	99.96990	99.99146	0.999922	0.999917	
westbuer	2	99.98831	99.96990	99.99146	0.999896	0.999886	
wenzel	2	99.99038	99.96990	99.99146	0.999915	0.999915	
weilerswist	2	99.98831	99.96990	99.99146	0.999878	0.999854	
welt	2	99.98615	99.96990	99.99146	0.999909	0.999919	
welcoming	2	99.98615	99.96990	99.99146	0.999879	0.999865	
weekly	2	99.98689	99.96990	99.99146	0.999899	0.999899	
weak	2	99.98615	99.96990	99.99146	0.999909	0.999919	
walberla	2	99.98615	99.96990	99.99146	0.999885	0.999876	
walks	2	99.98615	99.96990	99.99146	0.999903	0.999908	
wasn	2	99.98831	99.96990	99.99146	0.999916	0.999925	
vows	2	99.98615	99.96990	99.99146	0.999909	0.999919	
voters	2	99.99038	99.96990	99.99146	0.999913	0.999913	
volkswagen	2	99.98831	99.96990	99.99146	0.999884	0.999864	
vision	2	99.98615	99.96990	99.99146	0.999897	0.999897	
violent	2	99.99038	99.96990	99.99146	0.999907	0.999902	
viewed	2	99.98615	99.96990	99.99146	0.999897	0.999897	
visited	2	99.98831	99.96990	99.99146	0.999902	0.999897	
view	2	99.99046	99.96990	99.99146	0.999930	0.999939	
videos	2	99.98831	99.96990	99.99146	0.999908	0.999908	
veljkovic	2	99.98831	99.96990	99.99146	0.999890	0.999875	
vehicle	2	99.98831	99.96990	99.99146	0.999902	0.999897	
ve	2	99.98689	99.96990	99.99146	0.999928	0.999947	
various	2	99.98689	99.96990	99.99146	0.999891	0.999887	
vc	2	99.98689	99.96990	99.99146	0.999922	0.999941	
vandalism	2	99.98689	99.96990	99.99146	0.999879	0.999865	
valued	2	99.98615	99.96990	99.99146	0.999897	0.999897	
values	2	99.98831	99.96990	99.99146	0.999908	0.999908	
value	2	99.98831	99.96990	99.99146	0.999914	0.999918	
valuable	2	99.98615	99.96990	99.99146	0.999885	0.999876	
usual	2	99.98615	99.96990	99.99146	0.999903	0.999908	
valerie	2	99.98615	99.96990	99.99146	0.999891	0.999887	
updated	2	99.98831	99.96990	99.99146	0.999902	0.999897	
using	2	99.98615	99.96990	99.99146	0.999903	0.999908	
untied	2	99.98615	99.96990	99.99146	0.999897	0.999897	
unthinkable	2	99.98615	99.96990	99.99146	0.999867	0.999843	
university	2	99.98615	99.96990	99.99146	0.999875	0.999856	
unsuccessful	2	99.98615	99.96990	99.99146	0.999861	0.999833	
units	2	99.98831	99.96990	99.99146	0.999914	0.999918	
unique	2	99.98689	99.96990	99.99146	0.999897	0.999897	
unit	2	99.98615	99.96990	99.99146	0.999909	0.999919	
uncomfortable	2	99.99111	99.96990	99.99146	0.999871	0.999837	
typical	2	99.98615	99.96990	99.99146	0.999893	0.999889	
unification	2	99.98615	99.96990	99.99146	0.999867	0.999843	
unanimously	2	99.98615	99.96990	99.99146	0.999869	0.999845	
unacceptable	2	99.98904	99.96990	99.99146	0.999873	0.999844	
turns	2	99.98904	99.96990	99.99146	0.999903	0.999908	
ulm	2	99.98615	99.96990	99.99146	0.999915	0.999930	
turl	2	99.98831	99.96990	99.99146	0.999920	0.999929	
trimmed	2	99.99253	99.96990	99.99146	0.999917	0.999912	
tron	2	99.98615	99.96990	99.99146	0.999909	0.999919	
tribute	2	99.98615	99.96990	99.99146	0.999891	0.999887	
treatment	2	99.98831	99.96990	99.99146	0.999890	0.999875	
trend	2	99.98831	99.96990	99.99146	0.999914	0.999918	
treated	2	99.98615	99.96990	99.99146	0.999891	0.999887	
trapped	2	99.98615	99.96990	99.99146	0.999891	0.999887	
treat	2	99.98615	99.96990	99.99146	0.999903	0.999908	
traditional	2	99.98831	99.96990	99.99146	0.999871	0.999847	
train	2	99.98615	99.96990	99.99146	0.999903	0.999908	
trading	2	99.98615	99.96990	99.99146	0.999891	0.999887	
tradition	2	99.98831	99.96990	99.99146	0.999890	0.999875	
tower	2	99.98615	99.96990	99.99146	0.999903	0.999908	
tournament	2	99.98615	99.96990	99.99146	0.999873	0.999854	
tough	2	99.98762	99.96990	99.99146	0.999906	0.999910	
torró	2	99.98689	99.96990	99.99146	0.999903	0.999908	
tottenham	2	99.98615	99.96990	99.99146	0.999879	0.999865	
topics	2	99.98615	99.96990	99.99146	0.999897	0.999897	
torchlight	2	99.99111	99.96990	99.99146	0.999889	0.999869	
togetherness	2	99.98615	99.96990	99.99146	0.999861	0.999833	
tolerance	2	99.98615	99.96990	99.99146	0.999879	0.999865	
toilet	2	99.98615	99.96990	99.99146	0.999897	0.999897	
titles	2	99.98689	99.96990	99.99146	0.999897	0.999897	
tips	2	99.98615	99.96990	99.99146	0.999909	0.999919	
tinnenbusch	2	99.98615	99.96990	99.99146	0.999867	0.999843	
tim	2	99.98689	99.96990	99.99146	0.999915	0.999930	
tight	2	99.98831	99.96990	99.99146	0.999903	0.999908	
thrown	2	99.98762	99.96990	99.99146	0.999899	0.999899	
threshold	2	99.98615	99.96990	99.99146	0.999879	0.999865	
threat	2	99.99038	99.96990	99.99146	0.999913	0.999913	
thin	2	99.98615	99.96990	99.99146	0.999909	0.999919	
thigh	2	99.98831	99.96990	99.99146	0.999914	0.999918	
thick	2	99.98615	99.96990	99.99146	0.999903	0.999908	
thereafter	2	99.99111	99.96990	99.99146	0.999889	0.999869	
thanking	2	99.98615	99.96990	99.99146	0.999885	0.999876	
thanksgiving	2	99.99111	99.96990	99.99146	0.999877	0.999848	
tgd	2	99.98615	99.96990	99.99146	0.999915	0.999930	
terrible	2	99.98904	99.96990	99.99146	0.999890	0.999880	
tent	2	99.98831	99.96990	99.99146	0.999920	0.999929	
tests	2	99.98615	99.96990	99.99146	0.999903	0.999908	
tender	2	99.98689	99.96990	99.99146	0.999897	0.999897	
teachers	2	99.98615	99.96990	99.99146	0.999885	0.999876	
tasked	2	99.98615	99.96990	99.99146	0.999897	0.999897	
tactical	2	99.98615	99.96990	99.99146	0.999885	0.999876	
tag	2	99.98689	99.96990	99.99146	0.999922	0.999936	
targets	2	99.98615	99.96990	99.99146	0.999891	0.999887	
tables	2	99.98831	99.96990	99.99146	0.999908	0.999908	
syria	2	99.98831	99.96990	99.99146	0.999916	0.999920	
symbolic	2	99.98615	99.96990	99.99146	0.999887	0.999878	
sweden	2	99.98615	99.96990	99.99146	0.999897	0.999897	
switzerland	2	99.99038	99.96990	99.99146	0.999885	0.999861	
susanne	2	99.98762	99.96990	99.99146	0.999891	0.999887	
surveys	2	99.98831	99.96990	99.99146	0.999894	0.999890	
surface	2	99.98615	99.96990	99.99146	0.999891	0.999887	
supply	2	99.98615	99.96990	99.99146	0.999899	0.999899	
superiority	2	99.98831	99.96990	99.99146	0.999872	0.999848	
sunshine	2	99.98831	99.96990	99.99146	0.999896	0.999886	
suffered	2	99.98831	99.96990	99.99146	0.999886	0.999877	
sued	2	99.98615	99.96990	99.99146	0.999909	0.999919	
successfully	2	99.98831	99.96990	99.99146	0.999874	0.999845	
successor	2	99.98831	99.96990	99.99146	0.999890	0.999875	
succeed	2	99.98831	99.96990	99.99146	0.999902	0.999897	
study	2	99.98831	99.96990	99.99146	0.999909	0.999913	
studies	2	99.98689	99.96990	99.99146	0.999891	0.999887	
students	2	99.98831	99.96990	99.99146	0.999896	0.999886	
strip	2	99.99038	99.96990	99.99146	0.999919	0.999924	
studio	2	99.98689	99.96990	99.99146	0.999904	0.999904	
stretch	2	99.98831	99.96990	99.99146	0.999902	0.999897	
streets	2	99.98615	99.96990	99.99146	0.999891	0.999887	
strictly	2	99.99038	99.96990	99.99146	0.999903	0.999893	
straße	2	99.98831	99.96990	99.99146	0.999908	0.999908	
straßberg	2	99.98615	99.96990	99.99146	0.999879	0.999865	
story	2	99.98615	99.96990	99.99146	0.999905	0.999910	
storm	2	99.98615	99.96990	99.99146	0.999903	0.999908	
sterling	2	99.98615	99.96990	99.99146	0.999885	0.999876	
stereotypical	2	99.98615	99.96990	99.99146	0.999857	0.999824	
stepped	2	99.98615	99.96990	99.99146	0.999891	0.999887	
steel	2	99.98831	99.96990	99.99146	0.999914	0.999918	
staying	2	99.98615	99.96990	99.99146	0.999893	0.999889	
stay	2	99.98689	99.96990	99.99146	0.999911	0.999921	
starz	2	99.98615	99.96990	99.99146	0.999915	0.999920	
statements	2	99.99253	99.96990	99.99146	0.999899	0.999880	
starts	2	99.98615	99.96990	99.99146	0.999897	0.999897	
stars	2	99.98615	99.96990	99.99146	0.999903	0.999908	
staircase	2	99.98615	99.96990	99.99146	0.999879	0.999865	
spread	2	99.98615	99.96990	99.99146	0.999897	0.999897	
stadium	2	99.99046	99.96990	99.99146	0.999912	0.999907	
sport	2	99.98615	99.96990	99.99146	0.999903	0.999908	
sponsors	2	99.98831	99.96990	99.99146	0.999896	0.999886	
spokesman	2	99.98615	99.96990	99.99146	0.999879	0.999865	
sporting	2	99.98615	99.96990	99.99146	0.999885	0.999876	
spoken	2	99.98615	99.96990	99.99146	0.999897	0.999897	
split	2	99.98615	99.96990	99.99146	0.999903	0.999908	
species	2	99.98615	99.96990	99.99146	0.999891	0.999887	
spirit	2	99.98615	99.96990	99.99146	0.999897	0.999897	
spend	2	99.98615	99.96990	99.99146	0.999903	0.999908	
specialties	2	99.98831	99.96990	99.99146	0.999878	0.999854	
speakers	2	99.98615	99.96990	99.99146	0.999885	0.999876	
speak	2	99.98615	99.96990	99.99146	0.999903	0.999908	
speaker	2	99.98615	99.96990	99.99146	0.999891	0.999887	
spaces	2	99.98615	99.96990	99.99146	0.999897	0.999897	
songwriter	2	99.98689	99.96990	99.99146	0.999873	0.999854	
sosa	2	99.98831	99.96990	99.99146	0.999909	0.999919	
somebody	2	99.99046	99.96990	99.99146	0.999900	0.999890	
space	2	99.98615	99.96990	99.99146	0.999903	0.999908	
söllner	2	99.98831	99.96990	99.99146	0.999902	0.999897	
sommer	2	99.98615	99.96990	99.99146	0.999897	0.999897	
s.oliver	2	99.98689	99.96990	99.99146	0.999885	0.999876	
smart	2	99.98904	99.96990	99.99146	0.999903	0.999908	
sofuoglu	2	99.98831	99.96990	99.99146	0.999896	0.999886	
smell	2	99.98615	99.96990	99.99146	0.999903	0.999908	
slalom	2	99.98689	99.96990	99.99146	0.999897	0.999897	
slight	2	99.98831	99.96990	99.99146	0.999901	0.999901	
skopje	2	99.99038	99.96990	99.99146	0.999913	0.999913	
skilled	2	99.98615	99.96990	99.99146	0.999891	0.999887	
sixth	2	99.98615	99.96990	99.99146	0.999905	0.999910	
sits	2	99.98615	99.96990	99.99146	0.999909	0.999919	
singapore	2	99.98615	99.96990	99.99146	0.999879	0.999865	
sing	2	99.98689	99.96990	99.99146	0.999909	0.999919	
silge	2	99.98615	99.96990	99.99146	0.999903	0.999908	
sinan	2	99.98615	99.96990	99.99146	0.999903	0.999908	
significantly	2	99.98615	99.96990	99.99146	0.999857	0.999824	
siegemund	2	99.99038	99.96990	99.99146	0.999895	0.999880	
shut	2	99.98615	99.96990	99.99146	0.999909	0.999919	
shoe	2	99.98615	99.96990	99.99146	0.999909	0.999919	
showing	2	99.98615	99.96990	99.99146	0.999891	0.999887	
ship	2	99.98689	99.96990	99.99146	0.999916	0.999925	
shots	2	99.98615	99.96990	99.99146	0.999903	0.999908	
shoulders	2	99.98615	99.96990	99.99146	0.999879	0.999865	
shocked	2	99.98831	99.96990	99.99146	0.999891	0.999887	
shiny	2	99.98689	99.96990	99.99146	0.999905	0.999910	
sharp	2	99.98615	99.96990	99.99146	0.999903	0.999908	
sheet	2	99.98615	99.96990	99.99146	0.999903	0.999908	
shared	2	99.98615	99.96990	99.99146	0.999897	0.999897	
shards	2	99.99038	99.96990	99.99146	0.999913	0.999913	
shaqiri	2	99.99038	99.96990	99.99146	0.999907	0.999902	
sexual	2	99.98689	99.96990	99.99146	0.999899	0.999899	
sex	2	99.98615	99.96990	99.99146	0.999917	0.999932	
settle	2	99.98615	99.96990	99.99146	0.999899	0.999899	
settled	2	99.98615	99.96990	99.99146	0.999891	0.999887	
sergio	2	99.98615	99.96990	99.99146	0.999897	0.999897	
separate	2	99.98615	99.96990	99.99146	0.999885	0.999876	
served	2	99.98689	99.96990	99.99146	0.999897	0.999897	
separatist	2	99.99038	99.96990	99.99146	0.999889	0.999869	
sensitive	2	99.98689	99.96990	99.99146	0.999879	0.999865	
send	2	99.98615	99.96990	99.99146	0.999909	0.999919	
selfie	2	99.98689	99.96990	99.99146	0.999897	0.999897	
senator	2	99.98615	99.96990	99.99146	0.999891	0.999887	
sense	2	99.98615	99.96990	99.99146	0.999903	0.999908	
self	2	99.98615	99.96990	99.99146	0.999909	0.999919	
selection	2	99.98615	99.96990	99.99146	0.999879	0.999865	
seeheim	2	99.98615	99.96990	99.99146	0.999891	0.999887	
seeker	2	99.98615	99.96990	99.99146	0.999897	0.999897	
section	2	99.98689	99.96990	99.99146	0.999891	0.999887	
seconds	2	99.98831	99.96990	99.99146	0.999902	0.999897	
searching	2	99.98615	99.96990	99.99146	0.999879	0.999865	
sebastián	2	99.98831	99.96990	99.99146	0.999883	0.999868	
scientists	2	99.98689	99.96990	99.99146	0.999873	0.999854	
sda	2	99.99046	99.96990	99.99146	0.999936	0.999950	
schröer	2	99.99046	99.96990	99.99146	0.999912	0.999907	
schneider	2	99.98831	99.96990	99.99146	0.999879	0.999865	
schramm	2	99.99038	99.96990	99.99146	0.999907	0.999902	
schlierenzauer	2	99.98615	99.96990	99.99146	0.999851	0.999813	
schools	2	99.98831	99.96990	99.99146	0.999902	0.999897	
scheuer	2	99.98615	99.96990	99.99146	0.999891	0.999887	
schmidt	2	99.98831	99.96990	99.99146	0.999902	0.999897	
scared	2	99.98615	99.96990	99.99146	0.999897	0.999897	
scary	2	99.98831	99.96990	99.99146	0.999905	0.999910	
schemmelmann	2	99.98831	99.96990	99.99146	0.999872	0.999843	
scales	2	99.99461	99.96990	99.99146	0.999928	0.999928	
scaffold	2	99.98904	99.96990	99.99146	0.999896	0.999886	
são	2	99.98689	99.96990	99.99146	0.999915	0.999930	
sasic	2	99.98615	99.96990	99.99146	0.999903	0.999908	
satirical	2	99.99038	99.96990	99.99146	0.999895	0.999880	
salute	2	99.98615	99.96990	99.99146	0.999897	0.999897	
salzburg	2	99.98831	99.96990	99.99146	0.999890	0.999881	
sang	2	99.98615	99.96990	99.99146	0.999909	0.999919	
salah	2	99.98615	99.96990	99.99146	0.999903	0.999908	
salaries	2	99.98831	99.96990	99.99146	0.999885	0.999876	
sale	2	99.98615	99.96990	99.99146	0.999909	0.999919	
saint	2	99.99038	99.96990	99.99146	0.999919	0.999924	
ryder	2	99.99038	99.96990	99.99146	0.999921	0.999925	
saalfelden	2	99.98831	99.96990	99.99146	0.999884	0.999864	
rw	2	99.98831	99.96990	99.99146	0.999922	0.999941	
rwa	2	99.99038	99.96990	99.99146	0.999931	0.999945	
rush	2	99.98615	99.96990	99.99146	0.999909	0.999919	
runner	2	99.98615	99.96990	99.99146	0.999897	0.999897	
ruhr	2	99.98615	99.96990	99.99146	0.999909	0.999919	
rules	2	99.99119	99.96990	99.99146	0.999917	0.999922	
rtl	2	99.98615	99.96990	99.99146	0.999915	0.999930	
rüdingloh	2	99.98831	99.96990	99.99146	0.999879	0.999865	
royal	2	99.98615	99.96990	99.99146	0.999905	0.999910	
rottmann	2	99.99046	99.96990	99.99146	0.999896	0.999886	
rot	2	99.99038	99.96990	99.99146	0.999931	0.999945	
ron	2	99.98615	99.96990	99.99146	0.999915	0.999930	
rolling	2	99.98689	99.96990	99.99146	0.999898	0.999893	
rivals	2	99.98615	99.96990	99.99146	0.999897	0.999897	
rocket	2	99.98689	99.96990	99.99146	0.999897	0.999897	
rolf	2	99.99038	99.96990	99.99146	0.999925	0.999934	
rio	2	99.98615	99.96990	99.99146	0.999915	0.999930	
rival	2	99.98615	99.96990	99.99146	0.999903	0.999908	
robert	2	99.98615	99.96990	99.99146	0.999897	0.999897	
rights	2	99.98615	99.96990	99.99146	0.999897	0.999897	
rhythms	2	99.98615	99.96990	99.99146	0.999893	0.999889	
revue	2	99.98831	99.96990	99.99146	0.999903	0.999908	
revealed	2	99.98615	99.96990	99.99146	0.999885	0.999876	
reviewed	2	99.98689	99.96990	99.99146	0.999885	0.999876	
results	2	99.98904	99.96990	99.99146	0.999895	0.999890	
responder	2	99.98689	99.96990	99.99146	0.999879	0.999865	
returning	2	99.98689	99.96990	99.99146	0.999879	0.999865	
reservations	2	99.98689	99.96990	99.99146	0.999868	0.999839	
resign	2	99.98615	99.96990	99.99146	0.999897	0.999897	
reputation	2	99.98615	99.96990	99.99146	0.999873	0.999854	
request	2	99.98615	99.96990	99.99146	0.999891	0.999887	
republicans	2	99.99038	99.96990	99.99146	0.999883	0.999859	
republic	2	99.98615	99.96990	99.99146	0.999885	0.999876	
representative	2	99.98831	99.96990	99.99146	0.999860	0.999821	
relieved	2	99.98615	99.96990	99.99146	0.999885	0.999876	
relationship	2	99.98831	99.96990	99.99146	0.999872	0.999843	
reif	2	99.98615	99.96990	99.99146	0.999909	0.999919	
rehearsal	2	99.98615	99.96990	99.99146	0.999879	0.999865	
relevant	2	99.98615	99.96990	99.99146	0.999885	0.999876	
regulatory	2	99.98689	99.96990	99.99146	0.999875	0.999856	
regions	2	99.98689	99.96990	99.99146	0.999891	0.999887	
regard	2	99.98615	99.96990	99.99146	0.999897	0.999897	
