Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
eveking	3	99.98353	99.96990	99.98933	0.999849	0.999849	
exclusion	3	99.98069	99.96990	99.98933	0.999792	0.999792	
enjoyment	3	99.97996	99.96990	99.98933	0.999798	0.999798	
ernst	3	99.97923	99.96990	99.98933	0.999864	0.999864	
engagement	3	99.97923	99.96990	99.98933	0.999774	0.999774	
energy	3	99.97923	99.96990	99.98933	0.999846	0.999846	
emotional	3	99.98138	99.96990	99.98933	0.999795	0.999795	
emphasizes	3	99.98569	99.96990	99.98933	0.999784	0.999784	
encryptor	3	99.98353	99.96990	99.98933	0.999805	0.999805	
elevator	3	99.98138	99.96990	99.98933	0.999820	0.999820	
electronic	3	99.97923	99.96990	99.98933	0.999774	0.999774	
either	3	99.98138	99.96990	99.98933	0.999856	0.999856	
effective	3	99.98069	99.96990	99.98933	0.999792	0.999792	
easier	3	99.98138	99.96990	99.98933	0.999856	0.999856	
eberl	3	99.97996	99.96990	99.98933	0.999864	0.999864	
earned	3	99.97923	99.96990	99.98933	0.999846	0.999846	
dress	3	99.98069	99.96990	99.98933	0.999870	0.999870	
e	3	99.97923	99.96990	99.98933	0.999936	0.999936	
doors	3	99.97923	99.96990	99.98933	0.999864	0.999864	
doubt	3	99.97923	99.96990	99.98933	0.999864	0.999864	
dortmund	3	99.98138	99.96990	99.98933	0.999820	0.999820	
done	3	99.98703	99.96990	99.98933	0.999918	0.999918	
donau	3	99.98353	99.96990	99.98933	0.999867	0.999867	
divided	3	99.98561	99.96990	99.98933	0.999854	0.999854	
dollars	3	99.98138	99.96990	99.98933	0.999838	0.999838	
dismantled	3	99.97923	99.96990	99.98933	0.999774	0.999774	
doctor	3	99.98353	99.96990	99.98933	0.999849	0.999849	
disease	3	99.98211	99.96990	99.98933	0.999831	0.999831	
displayed	3	99.98138	99.96990	99.98933	0.999802	0.999802	
differences	3	99.97996	99.96990	99.98933	0.999756	0.999756	
djuricin	3	99.98561	99.96990	99.98933	0.999836	0.999836	
designed	3	99.97923	99.96990	99.98933	0.999810	0.999810	
disarmament	3	99.98768	99.96990	99.98933	0.999787	0.999787	
disappointed	3	99.97923	99.96990	99.98933	0.999738	0.999738	
disabilities	3	99.97923	99.96990	99.98933	0.999738	0.999738	
demonstrations	3	99.98353	99.96990	99.98933	0.999722	0.999722	
delivered	3	99.97923	99.96990	99.98933	0.999792	0.999792	
dennis	3	99.97923	99.96990	99.98933	0.999846	0.999846	
delays	3	99.98138	99.96990	99.98933	0.999856	0.999856	
defending	3	99.97923	99.96990	99.98933	0.999792	0.999792	
daut	3	99.98353	99.96990	99.98933	0.999892	0.999892	
daughter	3	99.98138	99.96990	99.98933	0.999820	0.999820	
daily	3	99.97996	99.96990	99.98933	0.999864	0.999864	
dark	3	99.98069	99.96990	99.98933	0.999882	0.999882	
cycling	3	99.97923	99.96990	99.98933	0.999828	0.999828	
crowded	3	99.98211	99.96990	99.98933	0.999838	0.999838	
critically	3	99.98211	99.96990	99.98933	0.999784	0.999784	
conversations	3	99.97923	99.96990	99.98933	0.999720	0.999720	
criminal	3	99.97923	99.96990	99.98933	0.999810	0.999810	
cool	3	99.98069	99.96990	99.98933	0.999882	0.999882	
costs	3	99.97923	99.96990	99.98933	0.999864	0.999864	
contract	3	99.97923	99.96990	99.98933	0.999810	0.999810	
conservation	3	99.97923	99.96990	99.98933	0.999738	0.999738	
contact	3	99.97923	99.96990	99.98933	0.999828	0.999828	
controversial	3	99.98353	99.96990	99.98933	0.999726	0.999726	
consistently	3	99.97923	99.96990	99.98933	0.999738	0.999738	
conflicts	3	99.98138	99.96990	99.98933	0.999802	0.999802	
continues	3	99.98138	99.96990	99.98933	0.999792	0.999792	
concordia	3	99.97923	99.96990	99.98933	0.999795	0.999795	
conflict	3	99.98138	99.96990	99.98933	0.999820	0.999820	
confirmation	3	99.98138	99.96990	99.98933	0.999748	0.999748	
concluded	3	99.97923	99.96990	99.98933	0.999792	0.999792	
concern	3	99.97923	99.96990	99.98933	0.999828	0.999828	
compared	3	99.98346	99.96990	99.98933	0.999825	0.999825	
competitions	3	99.97923	99.96990	99.98933	0.999738	0.999738	
concerning	3	99.97996	99.96990	99.98933	0.999774	0.999774	
colorful	3	99.97923	99.96990	99.98933	0.999810	0.999810	
cold	3	99.98346	99.96990	99.98933	0.999897	0.999897	
collided	3	99.98211	99.96990	99.98933	0.999820	0.999820	
color	3	99.98138	99.96990	99.98933	0.999874	0.999874	
coast	3	99.97923	99.96990	99.98933	0.999864	0.999864	
code	3	99.98138	99.96990	99.98933	0.999892	0.999892	
clubs	3	99.97923	99.96990	99.98933	0.999864	0.999864	
closing	3	99.97996	99.96990	99.98933	0.999828	0.999828	
clip	3	99.98211	99.96990	99.98933	0.999892	0.999892	
cleared	3	99.97923	99.96990	99.98933	0.999828	0.999828	
clearly	3	99.98561	99.96990	99.98933	0.999843	0.999843	
clarified	3	99.97923	99.96990	99.98933	0.999792	0.999792	
citizen	3	99.98138	99.96990	99.98933	0.999828	0.999828	
changes	3	99.98069	99.96990	99.98933	0.999828	0.999828	
cities	3	99.97996	99.96990	99.98933	0.999846	0.999846	
circumstances	3	99.98069	99.96990	99.98933	0.999720	0.999720	
chancellery	3	99.98211	99.96990	99.98933	0.999766	0.999766	
certain	3	99.98069	99.96990	99.98933	0.999829	0.999829	
centre	3	99.98069	99.96990	99.98933	0.999858	0.999858	
championships	3	99.98561	99.96990	99.98933	0.999735	0.999735	
ceremony	3	99.98138	99.96990	99.98933	0.999810	0.999810	
career	3	99.97923	99.96990	99.98933	0.999846	0.999846	
catholic	3	99.98138	99.96990	99.98933	0.999813	0.999813	
capital	3	99.98069	99.96990	99.98933	0.999828	0.999828	
call	3	99.97996	99.96990	99.98933	0.999882	0.999882	
caps	3	99.97923	99.96990	99.98933	0.999882	0.999882	
candidates	3	99.97923	99.96990	99.98933	0.999774	0.999774	
cannot	3	99.98138	99.96990	99.98933	0.999852	0.999852	
bronze	3	99.97923	99.96990	99.98933	0.999846	0.999846	
büring	3	99.98138	99.96990	99.98933	0.999856	0.999856	
brand	3	99.98069	99.96990	99.98933	0.999864	0.999864	
brett	3	99.98346	99.96990	99.98933	0.999879	0.999879	
box	3	99.98138	99.96990	99.98933	0.999910	0.999910	
bottom	3	99.98346	99.96990	99.98933	0.999861	0.999861	
blood	3	99.98419	99.96990	99.98933	0.999879	0.999879	
born	3	99.97923	99.96990	99.98933	0.999882	0.999882	
book	3	99.97923	99.96990	99.98933	0.999882	0.999882	
border	3	99.97923	99.96990	99.98933	0.999846	0.999846	
blocked	3	99.97923	99.96990	99.98933	0.999828	0.999828	
bicycle	3	99.97923	99.96990	99.98933	0.999828	0.999828	
blessing	3	99.98138	99.96990	99.98933	0.999820	0.999820	
bitter	3	99.97923	99.96990	99.98933	0.999846	0.999846	
berheide	3	99.97923	99.96990	99.98933	0.999810	0.999810	
began	3	99.98211	99.96990	99.98933	0.999874	0.999874	
bernd	3	99.97996	99.96990	99.98933	0.999864	0.999864	
bavaria	3	99.98346	99.96990	99.98933	0.999843	0.999843	
ban	3	99.98138	99.96990	99.98933	0.999910	0.999910	
bad	3	99.97996	99.96990	99.98933	0.999900	0.999900	
bams	3	99.98353	99.96990	99.98933	0.999903	0.999903	
aydogdu	3	99.98211	99.96990	99.98933	0.999845	0.999845	
awarded	3	99.97923	99.96990	99.98933	0.999828	0.999828	
average	3	99.97923	99.96990	99.98933	0.999828	0.999828	
authority	3	99.97923	99.96990	99.98933	0.999792	0.999792	
austrian	3	99.97923	99.96990	99.98933	0.999810	0.999810	
authorities	3	99.98069	99.96990	99.98933	0.999756	0.999756	
attacks	3	99.97923	99.96990	99.98933	0.999828	0.999828	
assumes	3	99.98569	99.96990	99.98933	0.999844	0.999844	
asg	3	99.98561	99.96990	99.98933	0.999919	0.999919	
attacking	3	99.97923	99.96990	99.98933	0.999792	0.999792	
arms	3	99.98346	99.96990	99.98933	0.999897	0.999897	
architect	3	99.98211	99.96990	99.98933	0.999802	0.999802	
anyway	3	99.98776	99.96990	99.98933	0.999882	0.999882	
applause	3	99.97923	99.96990	99.98933	0.999810	0.999810	
aogo	3	99.98419	99.96990	99.98933	0.999897	0.999897	
apples	3	99.97923	99.96990	99.98933	0.999846	0.999846	
annual	3	99.97996	99.96990	99.98933	0.999846	0.999846	
apart	3	99.98561	99.96990	99.98933	0.999890	0.999890	
anti	3	99.97923	99.96990	99.98933	0.999882	0.999882	
allow	3	99.97923	99.96990	99.98933	0.999864	0.999864	
alternative	3	99.97996	99.96990	99.98933	0.999756	0.999756	
annoyed	3	99.98211	99.96990	99.98933	0.999838	0.999838	
allegations	3	99.97923	99.96990	99.98933	0.999756	0.999756	
allbright	3	99.98346	99.96990	99.98933	0.999807	0.999807	
affected	3	99.98138	99.96990	99.98933	0.999820	0.999820	
aigner	3	99.98138	99.96990	99.98933	0.999846	0.999846	
address	3	99.97923	99.96990	99.98933	0.999828	0.999828	
addressed	3	99.98138	99.96990	99.98933	0.999802	0.999802	
agenda	3	99.98138	99.96990	99.98933	0.999856	0.999856	
advantage	3	99.97923	99.96990	99.98933	0.999792	0.999792	
actor	3	99.97996	99.96990	99.98933	0.999864	0.999864	
aircraft	3	99.97923	99.96990	99.98933	0.999810	0.999810	
actions	3	99.98561	99.96990	99.98933	0.999854	0.999854	
achieved	3	99.97923	99.96990	99.98933	0.999810	0.999810	
accordingly	3	99.98346	99.96990	99.98933	0.999771	0.999771	
accidents	3	99.98353	99.96990	99.98933	0.999813	0.999813	
accompanied	3	99.97923	99.96990	99.98933	0.999756	0.999756	
abtswind	3	99.97996	99.96990	99.98933	0.999810	0.999810	
89th	3	99.97923	99.96990	99.98933	0.999882	0.999882	
aasee	3	99.98768	99.96990	99.98933	0.999895	0.999895	
86	3	99.97923	99.96990	99.98933	0.999918	0.999918	
800	3	99.97996	99.96990	99.98933	0.999900	0.999900	
84	3	99.97923	99.96990	99.98933	0.999919	0.999919	
65	3	99.97923	99.96990	99.98933	0.999918	0.999918	
60th	3	99.97996	99.96990	99.98933	0.999882	0.999882	
59th	3	99.97923	99.96990	99.98933	0.999882	0.999882	
72	3	99.97923	99.96990	99.98933	0.999918	0.999918	
76	3	99.97923	99.96990	99.98933	0.999918	0.999918	
50th	3	99.98284	99.96990	99.98933	0.999882	0.999882	
3rd	3	99.97923	99.96990	99.98933	0.999900	0.999900	
500	3	99.98069	99.96990	99.98933	0.999900	0.999900	
52	3	99.98138	99.96990	99.98933	0.999928	0.999928	
400	3	99.98419	99.96990	99.98933	0.999915	0.999915	
245.7	3	99.98211	99.96990	99.98933	0.999865	0.999865	
23	3	99.97923	99.96990	99.98933	0.999918	0.999918	
49	3	99.97923	99.96990	99.98933	0.999918	0.999918	
47	3	99.97996	99.96990	99.98933	0.999924	0.999924	
37	3	99.97923	99.96990	99.98933	0.999918	0.999918	
2024	3	99.98138	99.96990	99.98933	0.999892	0.999892	
1,500	3	99.97923	99.96990	99.98933	0.999864	0.999864	
150	3	99.98211	99.96990	99.98933	0.999900	0.999900	
zymner	2	99.98615	99.96990	99.99146	0.999897	0.999897	
05	3	99.97923	99.96990	99.98933	0.999918	0.999918	
10,000	3	99.98561	99.96990	99.98933	0.999865	0.999865	
...	3	99.99191	99.96990	99.98933	0.999946	0.999946	
zero	2	99.98831	99.96990	99.99146	0.999932	0.999932	
zeitung	2	99.98689	99.96990	99.99146	0.999892	0.999892	
zdf	2	99.98615	99.96990	99.99146	0.999934	0.999934	
zieler	2	99.98615	99.96990	99.99146	0.999897	0.999897	
yilmaz	2	99.98615	99.96990	99.99146	0.999897	0.999897	
yesterday	2	99.99253	99.96990	99.99146	0.999887	0.999887	
yann	2	99.98689	99.96990	99.99146	0.999922	0.999922	
x	2	99.98615	99.96990	99.99146	0.999958	0.999958	
wulff	2	99.98615	99.96990	99.99146	0.999909	0.999909	
wrongdoing	2	99.99253	99.96990	99.99146	0.999875	0.999875	
worse	2	99.99253	99.96990	99.99146	0.999935	0.999935	
wrote	2	99.98831	99.96990	99.99146	0.999916	0.999916	
witness	2	99.99038	99.96990	99.99146	0.999901	0.999901	
worrying	2	99.98615	99.96990	99.99146	0.999873	0.999873	
withdrawn	2	99.98615	99.96990	99.99146	0.999861	0.999861	
wish	2	99.98615	99.96990	99.99146	0.999922	0.999922	
withdrawal	2	99.98615	99.96990	99.99146	0.999849	0.999849	
windspiel	2	99.98615	99.96990	99.99146	0.999861	0.999861	
wild	2	99.98689	99.96990	99.99146	0.999922	0.999922	
wiebke	2	99.98689	99.96990	99.99146	0.999897	0.999897	
windows	2	99.98615	99.96990	99.99146	0.999885	0.999885	
wiesel	2	99.98831	99.96990	99.99146	0.999899	0.999899	
wieckowicz	2	99.98615	99.96990	99.99146	0.999849	0.999849	
wherever	2	99.98689	99.96990	99.99146	0.999873	0.999873	
western	2	99.98615	99.96990	99.99146	0.999885	0.999885	
whole	2	99.98904	99.96990	99.99146	0.999913	0.999913	
westbuer	2	99.98831	99.96990	99.99146	0.999884	0.999884	
wenzel	2	99.99038	99.96990	99.99146	0.999913	0.999913	
werdohl	2	99.99461	99.96990	99.99146	0.999916	0.999916	
weekly	2	99.98689	99.96990	99.99146	0.999897	0.999897	
welcoming	2	99.98615	99.96990	99.99146	0.999861	0.999861	
wasn	2	99.98831	99.96990	99.99146	0.999928	0.999928	
voters	2	99.99038	99.96990	99.99146	0.999913	0.999913	
weilerswist	2	99.98831	99.96990	99.99146	0.999848	0.999848	
walks	2	99.98615	99.96990	99.99146	0.999909	0.999909	
weak	2	99.98615	99.96990	99.99146	0.999922	0.999922	
welt	2	99.98615	99.96990	99.99146	0.999922	0.999922	
walberla	2	99.98615	99.96990	99.99146	0.999873	0.999873	
vows	2	99.98615	99.96990	99.99146	0.999922	0.999922	
volkswagen	2	99.98831	99.96990	99.99146	0.999860	0.999860	
visited	2	99.98831	99.96990	99.99146	0.999896	0.999896	
vision	2	99.98615	99.96990	99.99146	0.999897	0.999897	
violent	2	99.99038	99.96990	99.99146	0.999901	0.999901	
view	2	99.99046	99.96990	99.99146	0.999942	0.999942	
viewed	2	99.98615	99.96990	99.99146	0.999897	0.999897	
videos	2	99.98831	99.96990	99.99146	0.999908	0.999908	
ve	2	99.98689	99.96990	99.99146	0.999952	0.999952	
veljkovic	2	99.98831	99.96990	99.99146	0.999872	0.999872	
various	2	99.98689	99.96990	99.99146	0.999885	0.999885	
vehicle	2	99.98831	99.96990	99.99146	0.999896	0.999896	
vc	2	99.98689	99.96990	99.99146	0.999946	0.999946	
vandalism	2	99.98689	99.96990	99.99146	0.999861	0.999861	
valued	2	99.98615	99.96990	99.99146	0.999897	0.999897	
usual	2	99.98615	99.96990	99.99146	0.999909	0.999909	
values	2	99.98831	99.96990	99.99146	0.999908	0.999908	
valuable	2	99.98615	99.96990	99.99146	0.999873	0.999873	
valerie	2	99.98615	99.96990	99.99146	0.999885	0.999885	
updated	2	99.98831	99.96990	99.99146	0.999896	0.999896	
value	2	99.98831	99.96990	99.99146	0.999920	0.999920	
unthinkable	2	99.98615	99.96990	99.99146	0.999837	0.999837	
unsuccessful	2	99.98615	99.96990	99.99146	0.999825	0.999825	
using	2	99.98615	99.96990	99.99146	0.999909	0.999909	
untied	2	99.98615	99.96990	99.99146	0.999897	0.999897	
university	2	99.98615	99.96990	99.99146	0.999849	0.999849	
unification	2	99.98615	99.96990	99.99146	0.999837	0.999837	
units	2	99.98831	99.96990	99.99146	0.999920	0.999920	
unanimously	2	99.98615	99.96990	99.99146	0.999837	0.999837	
unit	2	99.98615	99.96990	99.99146	0.999922	0.999922	
ulm	2	99.98615	99.96990	99.99146	0.999934	0.999934	
uncomfortable	2	99.99111	99.96990	99.99146	0.999829	0.999829	
unique	2	99.98689	99.96990	99.99146	0.999897	0.999897	
unacceptable	2	99.98904	99.96990	99.99146	0.999837	0.999837	
typical	2	99.98615	99.96990	99.99146	0.999885	0.999885	
tron	2	99.98615	99.96990	99.99146	0.999922	0.999922	
turl	2	99.98831	99.96990	99.99146	0.999932	0.999932	
trimmed	2	99.99253	99.96990	99.99146	0.999911	0.999911	
turns	2	99.98904	99.96990	99.99146	0.999909	0.999909	
tribute	2	99.98615	99.96990	99.99146	0.999885	0.999885	
trend	2	99.98831	99.96990	99.99146	0.999920	0.999920	
treatment	2	99.98831	99.96990	99.99146	0.999872	0.999872	
treated	2	99.98615	99.96990	99.99146	0.999885	0.999885	
treat	2	99.98615	99.96990	99.99146	0.999909	0.999909	
trapped	2	99.98615	99.96990	99.99146	0.999885	0.999885	
train	2	99.98615	99.96990	99.99146	0.999909	0.999909	
tradition	2	99.98831	99.96990	99.99146	0.999872	0.999872	
traditional	2	99.98831	99.96990	99.99146	0.999841	0.999841	
tower	2	99.98615	99.96990	99.99146	0.999909	0.999909	
tough	2	99.98762	99.96990	99.99146	0.999912	0.999912	
tottenham	2	99.98615	99.96990	99.99146	0.999861	0.999861	
torró	2	99.98689	99.96990	99.99146	0.999909	0.999909	
trading	2	99.98615	99.96990	99.99146	0.999885	0.999885	
tournament	2	99.98615	99.96990	99.99146	0.999849	0.999849	
topics	2	99.98615	99.96990	99.99146	0.999897	0.999897	
torchlight	2	99.99111	99.96990	99.99146	0.999865	0.999865	
tolerance	2	99.98615	99.96990	99.99146	0.999861	0.999861	
togetherness	2	99.98615	99.96990	99.99146	0.999825	0.999825	
toilet	2	99.98615	99.96990	99.99146	0.999897	0.999897	
titles	2	99.98689	99.96990	99.99146	0.999897	0.999897	
tim	2	99.98689	99.96990	99.99146	0.999934	0.999934	
tips	2	99.98615	99.96990	99.99146	0.999922	0.999922	
tinnenbusch	2	99.98615	99.96990	99.99146	0.999837	0.999837	
threat	2	99.99038	99.96990	99.99146	0.999913	0.999913	
thrown	2	99.98762	99.96990	99.99146	0.999899	0.999899	
tight	2	99.98831	99.96990	99.99146	0.999909	0.999909	
thigh	2	99.98831	99.96990	99.99146	0.999920	0.999920	
thin	2	99.98615	99.96990	99.99146	0.999922	0.999922	
threshold	2	99.98615	99.96990	99.99146	0.999861	0.999861	
thick	2	99.98615	99.96990	99.99146	0.999909	0.999909	
thereafter	2	99.99111	99.96990	99.99146	0.999865	0.999865	
thanksgiving	2	99.99111	99.96990	99.99146	0.999841	0.999841	
thanking	2	99.98615	99.96990	99.99146	0.999873	0.999873	
tgd	2	99.98615	99.96990	99.99146	0.999934	0.999934	
tests	2	99.98615	99.96990	99.99146	0.999909	0.999909	
tent	2	99.98831	99.96990	99.99146	0.999932	0.999932	
terrible	2	99.98904	99.96990	99.99146	0.999878	0.999878	
tender	2	99.98689	99.96990	99.99146	0.999897	0.999897	
teachers	2	99.98615	99.96990	99.99146	0.999873	0.999873	
tasked	2	99.98615	99.96990	99.99146	0.999897	0.999897	
targets	2	99.98615	99.96990	99.99146	0.999885	0.999885	
tag	2	99.98689	99.96990	99.99146	0.999940	0.999940	
tables	2	99.98831	99.96990	99.99146	0.999908	0.999908	
tactical	2	99.98615	99.96990	99.99146	0.999873	0.999873	
syria	2	99.98831	99.96990	99.99146	0.999920	0.999920	
susanne	2	99.98762	99.96990	99.99146	0.999885	0.999885	
symbolic	2	99.98615	99.96990	99.99146	0.999873	0.999873	
switzerland	2	99.99038	99.96990	99.99146	0.999853	0.999853	
sweden	2	99.98615	99.96990	99.99146	0.999897	0.999897	
surface	2	99.98615	99.96990	99.99146	0.999885	0.999885	
surveys	2	99.98831	99.96990	99.99146	0.999886	0.999886	
supply	2	99.98615	99.96990	99.99146	0.999897	0.999897	
suffered	2	99.98831	99.96990	99.99146	0.999874	0.999874	
sued	2	99.98615	99.96990	99.99146	0.999922	0.999922	
superiority	2	99.98831	99.96990	99.99146	0.999841	0.999841	
sunshine	2	99.98831	99.96990	99.99146	0.999884	0.999884	
successor	2	99.98831	99.96990	99.99146	0.999872	0.999872	
successfully	2	99.98831	99.96990	99.99146	0.999836	0.999836	
succeed	2	99.98831	99.96990	99.99146	0.999896	0.999896	
strip	2	99.99038	99.96990	99.99146	0.999925	0.999925	
study	2	99.98831	99.96990	99.99146	0.999913	0.999913	
stretch	2	99.98831	99.96990	99.99146	0.999896	0.999896	
studio	2	99.98689	99.96990	99.99146	0.999904	0.999904	
students	2	99.98831	99.96990	99.99146	0.999884	0.999884	
strictly	2	99.99038	99.96990	99.99146	0.999889	0.999889	
straßberg	2	99.98615	99.96990	99.99146	0.999861	0.999861	
streets	2	99.98615	99.96990	99.99146	0.999885	0.999885	
straße	2	99.98831	99.96990	99.99146	0.999908	0.999908	
studies	2	99.98689	99.96990	99.99146	0.999885	0.999885	
story	2	99.98615	99.96990	99.99146	0.999909	0.999909	
storm	2	99.98615	99.96990	99.99146	0.999909	0.999909	
sterling	2	99.98615	99.96990	99.99146	0.999873	0.999873	
stereotypical	2	99.98615	99.96990	99.99146	0.999813	0.999813	
stepped	2	99.98615	99.96990	99.99146	0.999885	0.999885	
steel	2	99.98831	99.96990	99.99146	0.999920	0.999920	
stay	2	99.98689	99.96990	99.99146	0.999922	0.999922	
staying	2	99.98615	99.96990	99.99146	0.999885	0.999885	
statements	2	99.99253	99.96990	99.99146	0.999875	0.999875	
starz	2	99.98615	99.96990	99.99146	0.999909	0.999909	
staircase	2	99.98615	99.96990	99.99146	0.999861	0.999861	
stars	2	99.98615	99.96990	99.99146	0.999909	0.999909	
spread	2	99.98615	99.96990	99.99146	0.999897	0.999897	
starts	2	99.98615	99.96990	99.99146	0.999897	0.999897	
sporting	2	99.98615	99.96990	99.99146	0.999873	0.999873	
stadium	2	99.99046	99.96990	99.99146	0.999906	0.999906	
spoken	2	99.98615	99.96990	99.99146	0.999897	0.999897	
sport	2	99.98615	99.96990	99.99146	0.999909	0.999909	
spokesman	2	99.98615	99.96990	99.99146	0.999861	0.999861	
spirit	2	99.98615	99.96990	99.99146	0.999897	0.999897	
spend	2	99.98615	99.96990	99.99146	0.999909	0.999909	
species	2	99.98615	99.96990	99.99146	0.999885	0.999885	
sponsors	2	99.98831	99.96990	99.99146	0.999884	0.999884	
split	2	99.98615	99.96990	99.99146	0.999909	0.999909	
speaker	2	99.98615	99.96990	99.99146	0.999885	0.999885	
speak	2	99.98615	99.96990	99.99146	0.999909	0.999909	
spaces	2	99.98615	99.96990	99.99146	0.999897	0.999897	
space	2	99.98615	99.96990	99.99146	0.999909	0.999909	
speakers	2	99.98615	99.96990	99.99146	0.999873	0.999873	
songwriter	2	99.98689	99.96990	99.99146	0.999849	0.999849	
specialties	2	99.98831	99.96990	99.99146	0.999848	0.999848	
somebody	2	99.99046	99.96990	99.99146	0.999886	0.999886	
s.oliver	2	99.98689	99.96990	99.99146	0.999873	0.999873	
söllner	2	99.98831	99.96990	99.99146	0.999896	0.999896	
sosa	2	99.98831	99.96990	99.99146	0.999922	0.999922	
sommer	2	99.98615	99.96990	99.99146	0.999897	0.999897	
sofuoglu	2	99.98831	99.96990	99.99146	0.999884	0.999884	
smart	2	99.98904	99.96990	99.99146	0.999909	0.999909	
smell	2	99.98615	99.96990	99.99146	0.999909	0.999909	
slight	2	99.98831	99.96990	99.99146	0.999901	0.999901	
