Type	Frequency	CHRF1	CHRF3
onyeka	2	0.999944	0.999915	
ongoing	2	0.999938	0.999904	
olching	2	0.999943	0.999909	
ogc	2	0.999952	0.999937	
official	2	0.999932	0.999893	
offside	2	0.999928	0.999894	
officer	2	0.999938	0.999904	
offering	2	0.999921	0.999883	
objects	2	0.999938	0.999904	
obviously	2	0.999915	0.999872	
obligation	2	0.999909	0.999861	
object	2	0.999934	0.999905	
nübel	2	0.999955	0.999931	
nowhere	2	0.999953	0.999919	
november	2	0.999921	0.999883	
novelty	2	0.999928	0.999894	
notified	2	0.999921	0.999883	
noted	2	0.999950	0.999926	
norbert	2	0.999933	0.999899	
nomination	2	0.999909	0.999861	
nor	2	0.999952	0.999937	
noon	2	0.999946	0.999926	
none	2	0.999962	0.999943	
noise	2	0.999950	0.999926	
nobody	2	0.999949	0.999920	
nobel	2	0.999940	0.999915	
nizza	2	0.999955	0.999931	
niko	2	0.999946	0.999926	
nights	2	0.999934	0.999905	
nick	2	0.999961	0.999942	
neymar	2	0.999943	0.999914	
nico	2	0.999946	0.999926	
neuler	2	0.999934	0.999905	
nervous	2	0.999936	0.999902	
neighbors	2	0.999915	0.999872	
necessary	2	0.999916	0.999873	
ndicka	2	0.999934	0.999905	
naturally	2	0.999934	0.999891	
nato	2	0.999946	0.999926	
nabu	2	0.999946	0.999926	
names	2	0.999950	0.999926	
naila	2	0.999941	0.999916	
nationwide	2	0.999920	0.999872	
muslims	2	0.999928	0.999894	
mützel	2	0.999934	0.999905	
naberbäumer	2	0.999903	0.999851	
münsterblickstraße	2	0.999887	0.999800	
multiple	2	0.999928	0.999889	
mühlhoff	2	0.999921	0.999883	
movie	2	0.999956	0.999932	
mozart	2	0.999934	0.999905	
moving	2	0.999934	0.999905	
motorcyclists	2	0.999891	0.999829	
moved	2	0.999940	0.999915	
motto	2	0.999940	0.999915	
moon	2	0.999951	0.999931	
monument	2	0.999921	0.999883	
moments	2	0.999943	0.999909	
monitored	2	0.999921	0.999877	
mobility	2	0.999928	0.999889	
mohamed	2	0.999937	0.999903	
mogo	2	0.999946	0.999926	
models	2	0.999934	0.999905	
mixed	2	0.999940	0.999915	
misleading	2	0.999926	0.999878	
mistakes	2	0.999927	0.999888	
mint	2	0.999956	0.999936	
ministry	2	0.999921	0.999883	
mini	2	0.999946	0.999926	
milk	2	0.999956	0.999936	
milos	2	0.999945	0.999921	
mind	2	0.999971	0.999952	
midfielder	2	0.999928	0.999880	
mere	2	0.999946	0.999926	
mercedes	2	0.999937	0.999898	
meppen	2	0.999949	0.999920	
mendes	2	0.999934	0.999905	
meetings	2	0.999932	0.999893	
melodic	2	0.999928	0.999894	
meet	2	0.999946	0.999926	
measures	2	0.999932	0.999893	
meant	2	0.999940	0.999915	
mediterranean	2	0.999908	0.999845	
matchdays	2	0.999915	0.999872	
matthias	2	0.999931	0.999892	
master	2	0.999934	0.999905	
mascot	2	0.999934	0.999905	
marry	2	0.999940	0.999915	
marries	2	0.999938	0.999904	
markit	2	0.999934	0.999905	
marko	2	0.999940	0.999915	
martina	2	0.999928	0.999894	
marketing	2	0.999926	0.999882	
marcus	2	0.999934	0.999905	
mark	2	0.999946	0.999926	
marco	2	0.999940	0.999915	
march	2	0.999960	0.999936	
manuel	2	0.999934	0.999905	
mann	2	0.999956	0.999936	
manning	2	0.999928	0.999894	
management	2	0.999909	0.999861	
mandzukic	2	0.999915	0.999872	
managing	2	0.999921	0.999883	
maintainance	2	0.999923	0.999865	
maintenance	2	0.999903	0.999851	
madrid	2	0.999934	0.999905	
lummerland	2	0.999909	0.999861	
luxury	2	0.999934	0.999905	
ludwichowski	2	0.999908	0.999850	
ludwigsburg	2	0.999903	0.999851	
losing	2	0.999949	0.999920	
lula	2	0.999946	0.999926	
loses	2	0.999940	0.999915	
looked	2	0.999934	0.999905	
lorch	2	0.999955	0.999931	
longtime	2	0.999921	0.999883	
loch	2	0.999961	0.999942	
literally	2	0.999915	0.999872	
list	2	0.999946	0.999926	
lit	2	0.999972	0.999957	
linz	2	0.999961	0.999942	
lisa	2	0.999946	0.999926	
linnemann	2	0.999915	0.999872	
lineup	2	0.999944	0.999915	
lined	2	0.999940	0.999915	
limits	2	0.999934	0.999905	
lill	2	0.999946	0.999926	
likely	2	0.999934	0.999905	
libyan	2	0.999934	0.999905	
leitzachtal	2	0.999903	0.999851	
lessons	2	0.999928	0.999894	
legitimate	2	0.999915	0.999866	
leaving	2	0.999928	0.999894	
learnt	2	0.999934	0.999905	
leaves	2	0.999934	0.999905	
learned	2	0.999928	0.999894	
layer	2	0.999946	0.999922	
lawsuit	2	0.999938	0.999904	
laura	2	0.999940	0.999915	
laue	2	0.999956	0.999936	
largely	2	0.999928	0.999894	
lamstedt	2	0.999937	0.999898	
lang	2	0.999946	0.999926	
lake	2	0.999957	0.999937	
lady	2	0.999946	0.999926	
ladies	2	0.999937	0.999908	
lack	2	0.999961	0.999942	
l.	2	0.999958	0.999948	
kurdish	2	0.999928	0.999894	
kreimers	2	0.999937	0.999898	
kreutmayer	2	0.999920	0.999872	
kröger	2	0.999934	0.999905	
kraus	2	0.999940	0.999915	
kortenjann	2	0.999909	0.999861	
kottingbrunn	2	0.999918	0.999860	
kohne	2	0.999940	0.999915	
kö	2	0.999958	0.999948	
klippert	2	0.999932	0.999893	
klement	2	0.999928	0.999894	
knowing	2	0.999928	0.999894	
klaus	2	0.999955	0.999931	
kirchheim	2	0.999915	0.999872	
kind	2	0.999946	0.999926	
kimmich	2	0.999938	0.999904	
kilometers	2	0.999909	0.999861	
kilian	2	0.999934	0.999905	
kevin	2	0.999945	0.999921	
keeps	2	0.999940	0.999915	
kai	2	0.999952	0.999937	
julia	2	0.999940	0.999915	
justified	2	0.999926	0.999882	
judiciary	2	0.999915	0.999872	
joy	2	0.999962	0.999947	
jovic	2	0.999940	0.999915	
journey	2	0.999928	0.999894	
journal	2	0.999938	0.999904	
jörg	2	0.999946	0.999926	
job	2	0.999962	0.999947	
joined	2	0.999939	0.999910	
john	2	0.999946	0.999926	
joke	2	0.999952	0.999932	
jena	2	0.999956	0.999936	
jewgenij	2	0.999921	0.999883	
jeff	2	0.999946	0.999926	
japan	2	0.999951	0.999927	
january	2	0.999928	0.999894	
janeiro	2	0.999948	0.999914	
jail	2	0.999956	0.999936	
jackhammer	2	0.999925	0.999877	
ireland	2	0.999929	0.999895	
j.	2	0.999958	0.999948	
isolated	2	0.999927	0.999888	
invitation	2	0.999909	0.999861	
investigated	2	0.999913	0.999855	
introduced	2	0.999920	0.999872	
intersection	2	0.999918	0.999860	
internal	2	0.999937	0.999898	
interested	2	0.999922	0.999874	
interests	2	0.999915	0.999872	
interesting	2	0.999931	0.999878	
intensively	2	0.999903	0.999851	
intensive	2	0.999921	0.999877	
intended	2	0.999932	0.999893	
inspection	2	0.999909	0.999861	
insisted	2	0.999927	0.999888	
insists	2	0.999928	0.999894	
initially	2	0.999915	0.999872	
inhabitants	2	0.999914	0.999861	
ingo	2	0.999946	0.999926	
indirect	2	0.999937	0.999898	
influencer	2	0.999928	0.999880	
influence	2	0.999926	0.999882	
independents	2	0.999897	0.999840	
indicated	2	0.999915	0.999872	
increasingly	2	0.999903	0.999845	
independent	2	0.999903	0.999851	
income	2	0.999934	0.999905	
inas	2	0.999946	0.999926	
inadvertent	2	0.999903	0.999851	
inadequate	2	0.999915	0.999866	
impressive	2	0.999909	0.999861	
impressed	2	0.999915	0.999872	
impact	2	0.999944	0.999915	
immer	2	0.999950	0.999926	
iaa	2	0.999962	0.999947	
ill	2	0.999962	0.999947	
hvar	2	0.999961	0.999942	
humberg	2	0.999929	0.999895	
hövelmann	2	0.999921	0.999877	
human	2	0.999940	0.999915	
hub	2	0.999952	0.999937	
hove	2	0.999946	0.999926	
housed	2	0.999934	0.999905	
host	2	0.999949	0.999929	
homosexuals	2	0.999903	0.999851	
honey	2	0.999940	0.999915	
homeland	2	0.999932	0.999893	
holstiege	2	0.999915	0.999872	
holocaust	2	0.999931	0.999887	
holzinger	2	0.999915	0.999872	
hitler	2	0.999934	0.999905	
hintze	2	0.999934	0.999905	
hills	2	0.999950	0.999926	
historian	2	0.999915	0.999872	
higher	2	0.999934	0.999905	
hildburghausen	2	0.999885	0.999818	
highlighting	2	0.999897	0.999840	
hessians	2	0.999925	0.999886	
heuchlingen	2	0.999903	0.999851	
heterosexuals	2	0.999912	0.999849	
hertha	2	0.999934	0.999905	
helplessness	2	0.999897	0.999840	
helped	2	0.999944	0.999915	
heidrich	2	0.999937	0.999898	
heidel	2	0.999934	0.999905	
hecking	2	0.999953	0.999919	
heavily	2	0.999928	0.999894	
hearty	2	0.999934	0.999905	
heals	2	0.999940	0.999915	
healthy	2	0.999928	0.999894	
hazard	2	0.999935	0.999906	
harmless	2	0.999932	0.999893	
hate	2	0.999947	0.999927	
hannes	2	0.999934	0.999905	
happening	2	0.999926	0.999882	
hangover	2	0.999942	0.999903	
hands	2	0.999940	0.999915	
halle	2	0.999950	0.999926	
hallas	2	0.999935	0.999906	
guzmán	2	0.999934	0.999905	
guido	2	0.999955	0.999931	
guidelines	2	0.999915	0.999866	
guided	2	0.999943	0.999914	
guessed	2	0.999928	0.999894	
guards	2	0.999944	0.999915	
guardia	2	0.999928	0.999894	
grow	2	0.999946	0.999926	
grounds	2	0.999928	0.999894	
grip	2	0.999946	0.999926	
grandchildren	2	0.999891	0.999829	
greens	2	0.999940	0.999911	
graffiti	2	0.999937	0.999898	
governing	2	0.999915	0.999872	
goes	2	0.999956	0.999936	
gonzalo	2	0.999928	0.999894	
gone	2	0.999946	0.999926	
glass	2	0.999940	0.999915	
gießen	2	0.999949	0.999920	
generation	2	0.999909	0.999861	
gempt	2	0.999940	0.999915	
gelsenkirchen	2	0.999922	0.999859	
frustration	2	0.999903	0.999851	
für	2	0.999952	0.999937	
function	2	0.999921	0.999883	
fröhning	2	0.999921	0.999883	
friendship	2	0.999913	0.999865	
frerichs	2	0.999925	0.999886	
freight	2	0.999928	0.999895	
freed	2	0.999945	0.999921	
fraud	2	0.999950	0.999926	
frankly	2	0.999958	0.999924	
franconian	2	0.999920	0.999872	
founder	2	0.999928	0.999894	
foul	2	0.999946	0.999926	
formed	2	0.999939	0.999910	
framework	2	0.999915	0.999872	
follow	2	0.999944	0.999915	
folktreff	2	0.999915	0.999872	
flown	2	0.999943	0.999919	
fohlen	2	0.999940	0.999911	
flowers	2	0.999928	0.999894	
flights	2	0.999928	0.999894	
flock	2	0.999959	0.999935	
flight	2	0.999934	0.999905	
flachmeier	2	0.999909	0.999861	
fitzek	2	0.999944	0.999915	
fitness	2	0.999938	0.999904	
fists	2	0.999945	0.999921	
fires	2	0.999940	0.999915	
fireplace	2	0.999926	0.999882	
financing	2	0.999915	0.999872	
fifa	2	0.999946	0.999926	
fernando	2	0.999921	0.999883	
filled	2	0.999934	0.999905	
ferdi	2	0.999955	0.999931	
fences	2	0.999949	0.999920	
fill	2	0.999946	0.999926	
female	2	0.999950	0.999921	
feared	2	0.999935	0.999906	
feelings	2	0.999928	0.999889	
favre	2	0.999940	0.999915	
feels	2	0.999940	0.999915	
fdp	2	0.999952	0.999937	
favor	2	0.999940	0.999915	
fat	2	0.999952	0.999937	
farmer	2	0.999934	0.999906	
fair	2	0.999956	0.999936	
falls	2	0.999940	0.999915	
factory	2	0.999928	0.999894	
factor	2	0.999944	0.999915	
facing	2	0.999939	0.999910	
faced	2	0.999940	0.999915	
facilitate	2	0.999909	0.999861	
extremist	2	0.999915	0.999872	
extraordinary	2	0.999891	0.999829	
extremely	2	0.999915	0.999872	
fabian	2	0.999949	0.999920	
extracted	2	0.999915	0.999872	
exquisite	2	0.999926	0.999882	
explain	2	0.999928	0.999894	
experts	2	0.999958	0.999924	
extended	2	0.999921	0.999883	
exhibits	2	0.999938	0.999899	
excited	2	0.999938	0.999904	
exchanged	2	0.999915	0.999872	
exceptionally	2	0.999897	0.999834	
exception	2	0.999926	0.999882	
evergreens	2	0.999915	0.999866	
ever	2	0.999946	0.999926	
estimated	2	0.999915	0.999872	
escaped	2	0.999928	0.999894	
escalator	2	0.999915	0.999872	
equalized	2	0.999915	0.999872	
equalizer	2	0.999915	0.999872	
equality	2	0.999921	0.999883	
eponymous	2	0.999926	0.999882	
entertainment	2	0.999902	0.999839	
ensures	2	0.999934	0.999900	
ensemble	2	0.999921	0.999883	
engine	2	0.999934	0.999905	
enlightenment	2	0.999902	0.999839	
endure	2	0.999934	0.999905	
engines	2	0.999938	0.999904	
encounter	2	0.999922	0.999878	
emphasized	2	0.999909	0.999861	
emmanuel	2	0.999921	0.999883	
emphasised	2	0.999915	0.999866	
emission	2	0.999921	0.999883	
else	2	0.999951	0.999931	
eliminated	2	0.999920	0.999872	
elie	2	0.999961	0.999942	
elections	2	0.999936	0.999893	
electrification	2	0.999883	0.999810	
ele	2	0.999967	0.999952	
efforts	2	0.999948	0.999914	
eggs	2	0.999956	0.999936	
effect	2	0.999934	0.999905	
effort	2	0.999936	0.999907	
education	2	0.999915	0.999872	
economic	2	0.999921	0.999883	
ecology	2	0.999943	0.999909	
eden	2	0.999966	0.999947	
eckental	2	0.999927	0.999888	
eat	2	0.999952	0.999937	
driving	2	0.999928	0.999894	
duel	2	0.999946	0.999926	
dynamo	2	0.999944	0.999915	
driven	2	0.999934	0.999905	
drinking	2	0.999932	0.999893	
drive	2	0.999940	0.999915	
dresden	2	0.999928	0.999894	
drama	2	0.999940	0.999915	
dr.	2	0.999957	0.999942	
doublet	2	0.999928	0.999894	
dominated	2	0.999915	0.999872	
donor	2	0.999940	0.999915	
dollar	2	0.999934	0.999905	
dogs	2	0.999949	0.999929	
documents	2	0.999922	0.999878	
dj	2	0.999958	0.999948	
diverse	2	0.999928	0.999894	
dissolution	2	0.999903	0.999851	
disputes	2	0.999932	0.999893	
dismissal	2	0.999915	0.999872	
directly	2	0.999921	0.999883	
disappointment	2	0.999896	0.999828	
disappointing	2	0.999892	0.999830	
digital	2	0.999928	0.999894	
directed	2	0.999921	0.999883	
digit	2	0.999940	0.999915	
dig	2	0.999952	0.999937	
difference	2	0.999920	0.999872	
dieter	2	0.999948	0.999919	
dfs	2	0.999962	0.999947	
diego	2	0.999940	0.999915	
develop	2	0.999938	0.999904	
devastated	2	0.999909	0.999861	
details	2	0.999933	0.999899	
detail	2	0.999944	0.999915	
desk	2	0.999946	0.999926	
describing	2	0.999909	0.999861	
description	2	0.999903	0.999851	
describes	2	0.999915	0.999872	
derby	2	0.999950	0.999926	
der	2	0.999952	0.999937	
denmark	2	0.999948	0.999914	
deployment	2	0.999909	0.999861	
demonstrators	2	0.999895	0.999832	
democratic	2	0.999909	0.999861	
democrats	2	0.999915	0.999872	
demanded	2	0.999923	0.999884	
delighted	2	0.999915	0.999872	
deliberately	2	0.999908	0.999850	
defends	2	0.999928	0.999894	
defend	2	0.999944	0.999915	
defence	2	0.999933	0.999899	
defensive	2	0.999915	0.999872	
declined	2	0.999927	0.999888	
declared	2	0.999927	0.999888	
declaration	2	0.999903	0.999851	
dealing	2	0.999928	0.999894	
decibel	2	0.999928	0.999894	
decide	2	0.999934	0.999905	
dax	2	0.999952	0.999937	
dating	2	0.999934	0.999905	
das	2	0.999952	0.999937	
daniela	2	0.999943	0.999909	
danger	2	0.999934	0.999905	
dahlmann	2	0.999927	0.999888	
current	2	0.999928	0.999894	
cuxhaven	2	0.999932	0.999893	
cumbia	2	0.999939	0.999910	
cube	2	0.999960	0.999942	
courageous	2	0.999910	0.999862	
creative	2	0.999921	0.999883	
crashes	2	0.999928	0.999894	
creates	2	0.999929	0.999896	
couples	2	0.999928	0.999894	
couple	2	0.999939	0.999910	
contributions	2	0.999891	0.999829	
core	2	0.999952	0.999932	
county	2	0.999934	0.999905	
conversation	2	0.999901	0.999843	
contestants	2	0.999903	0.999851	
consequences	2	0.999908	0.999850	
consequence	2	0.999910	0.999857	
confident	2	0.999926	0.999882	
consent	2	0.999938	0.999904	
concluding	2	0.999909	0.999861	
compete	2	0.999928	0.999894	
concerns	2	0.999921	0.999883	
communities	2	0.999914	0.999861	
common	2	0.999934	0.999905	
commitment	2	0.999909	0.999861	
colored	2	0.999943	0.999909	
comfortable	2	0.999907	0.999854	
comfort	2	0.999943	0.999909	
commissioner	2	0.999897	0.999840	
collective	2	0.999919	0.999871	
coastal	2	0.999928	0.999894	
colleague	2	0.999931	0.999887	
coffee	2	0.999939	0.999910	
codes	2	0.999951	0.999927	
coached	2	0.999928	0.999894	
clarify	2	0.999928	0.999894	
closer	2	0.999934	0.999905	
clashes	2	0.999928	0.999894	
citing	2	0.999949	0.999920	
circle	2	0.999934	0.999905	
cinema	2	0.999934	0.999905	
cihan	2	0.999940	0.999915	
christus	2	0.999927	0.999888	
chest	2	0.999950	0.999926	
chopped	2	0.999928	0.999894	
cheers	2	0.999934	0.999905	
channel	2	0.999939	0.999905	
charge	2	0.999945	0.999916	
changing	2	0.999921	0.999883	
cement	2	0.999934	0.999905	
chain	2	0.999940	0.999915	
cell	2	0.999946	0.999926	
certainly	2	0.999921	0.999877	
celia	2	0.999940	0.999915	
celebrating	2	0.999903	0.999851	
cd	2	0.999969	0.999959	
caught	2	0.999934	0.999905	
celebrates	2	0.999909	0.999861	
castro	2	0.999944	0.999915	
casualties	2	0.999925	0.999877	
catastrophic	2	0.999903	0.999845	
carlo	2	0.999940	0.999915	
cardi	2	0.999955	0.999931	
cap	2	0.999952	0.999937	
cameroon	2	0.999932	0.999893	
cans	2	0.999946	0.999926	
calmly	2	0.999940	0.999911	
cacau	2	0.999940	0.999915	
canoe	2	0.999950	0.999926	
bw	2	0.999958	0.999948	
buried	2	0.999934	0.999905	
burglars	2	0.999925	0.999886	
bundle	2	0.999952	0.999923	
bundeswehr	2	0.999909	0.999861	
bumper	2	0.999940	0.999911	
build	2	0.999946	0.999922	
buffet	2	0.999934	0.999905	
brose	2	0.999950	0.999926	
bringing	2	0.999921	0.999883	
bruchsal	2	0.999942	0.999907	
brighton	2	0.999921	0.999883	
brigade	2	0.999938	0.999904	
briefly	2	0.999928	0.999894	
boundaries	2	0.999910	0.999862	
breitenreiter	2	0.999891	0.999829	
branch	2	0.999934	0.999905	
boy	2	0.999962	0.999947	
borough	2	0.999928	0.999894	
borna	2	0.999955	0.999931	
boat	2	0.999946	0.999926	
bones	2	0.999940	0.999915	
books	2	0.999940	0.999915	
bmw	2	0.999952	0.999937	
block	2	0.999940	0.999915	
blame	2	0.999945	0.999921	
black	2	0.999940	0.999915	
birth	2	0.999950	0.999926	
biodiversity	2	0.999903	0.999845	
birmingham	2	0.999935	0.999887	
binge	2	0.999945	0.999921	
biker	2	0.999946	0.999922	
bike	2	0.999956	0.999936	
biathlete	2	0.999946	0.999903	
beverage	2	0.999932	0.999893	
benefit	2	0.999938	0.999904	
bentley	2	0.999928	0.999894	
below	2	0.999940	0.999915	
belong	2	0.999935	0.999906	
beijing	2	0.999943	0.999909	
behalf	2	0.999934	0.999905	
begin	2	0.999950	0.999926	
begun	2	0.999940	0.999915	
becoming	2	0.999921	0.999883	
beaten	2	0.999934	0.999905	
beautiful	2	0.999915	0.999872	
bayer	2	0.999949	0.999925	
battle	2	0.999939	0.999910	
baskets	2	0.999933	0.999899	
basis	2	0.999940	0.999915	
based	2	0.999940	0.999915	
barometer	2	0.999915	0.999872	
bar	2	0.999952	0.999937	
balls	2	0.999940	0.999915	
baesweiler	2	0.999940	0.999892	
aygün	2	0.999950	0.999926	
b	2	0.999964	0.999959	
axel	2	0.999946	0.999926	
awaiting	2	0.999921	0.999883	
await	2	0.999945	0.999921	
author	2	0.999934	0.999905	
aut	2	0.999952	0.999937	
attracted	2	0.999928	0.999884	
attractive	2	0.999921	0.999873	
augsburg	2	0.999925	0.999886	
attendance	2	0.999920	0.999872	
attempts	2	0.999938	0.999899	
athlete	2	0.999928	0.999894	
asteroid	2	0.999938	0.999899	
arrests	2	0.999953	0.999919	
asserted	2	0.999928	0.999889	
asked	2	0.999941	0.999917	
arsenal	2	0.999943	0.999909	
arnautovic	2	0.999915	0.999866	
archives	2	0.999921	0.999883	
approved	2	0.999921	0.999883	
arena	2	0.999940	0.999915	
april	2	0.999945	0.999921	
approaching	2	0.999903	0.999851	
approval	2	0.999921	0.999883	
applications	2	0.999897	0.999840	
appointed	2	0.999921	0.999877	
appearing	2	0.999935	0.999891	
application	2	0.999903	0.999851	
appearances	2	0.999909	0.999856	
apartment	2	0.999915	0.999872	
app	2	0.999955	0.999940	
appealed	2	0.999923	0.999884	
ante	2	0.999946	0.999926	
ankersen	2	0.999942	0.999903	
annacker	2	0.999921	0.999883	
answer	2	0.999934	0.999905	
animals	2	0.999937	0.999903	
angelo	2	0.999949	0.999920	
ancelotti	2	0.999921	0.999877	
amtmannei	2	0.999926	0.999882	
anastasios	2	0.999925	0.999877	
amsterdam	2	0.999931	0.999887	
amount	2	0.999934	0.999905	
amidst	2	0.999934	0.999905	
ambitious	2	0.999919	0.999875	
amazing	2	0.999928	0.999894	
amazed	2	0.999939	0.999910	
allotment	2	0.999915	0.999872	
alluding	2	0.999921	0.999883	
alleged	2	0.999928	0.999894	
allensbach	2	0.999909	0.999861	
allbau	2	0.999934	0.999905	
allan	2	0.999949	0.999925	
alba	2	0.999961	0.999942	
aladin	2	0.999934	0.999905	
alessandro	2	0.999925	0.999877	
albion	2	0.999944	0.999915	
agüero	2	0.999944	0.999915	
airports	2	0.999921	0.999883	
african	2	0.999928	0.999894	
ag	2	0.999958	0.999948	
afraid	2	0.999934	0.999905	
afp	2	0.999972	0.999957	
affair	2	0.999934	0.999905	
aerial	2	0.999934	0.999905	
advisory	2	0.999921	0.999883	
administrator	2	0.999891	0.999829	
adults	2	0.999939	0.999910	
adjacent	2	0.999921	0.999883	
acts	2	0.999946	0.999926	
additionally	2	0.999918	0.999860	
adds	2	0.999956	0.999936	
actress	2	0.999928	0.999894	
actors	2	0.999935	0.999906	
active	2	0.999949	0.999920	
actively	2	0.999921	0.999883	
accommodate	2	0.999903	0.999851	
act	2	0.999971	0.999956	
achieve	2	0.999928	0.999894	
accidentally	2	0.999897	0.999840	
accepted	2	0.999928	0.999889	
a1	2	0.999958	0.999948	
88.0	2	0.999946	0.999926	
absolute	2	0.999921	0.999883	
82	2	0.999958	0.999948	
83	2	0.999958	0.999948	
87th	2	0.999946	0.999926	
91.0	2	0.999946	0.999926	
79	2	0.999964	0.999954	
81st	2	0.999946	0.999926	
69,000	2	0.999934	0.999905	
74	2	0.999958	0.999948	
66th	2	0.999946	0.999926	
62	2	0.999961	0.999951	
6000	2	0.999946	0.999926	
58	2	0.999961	0.999951	
45th	2	0.999946	0.999926	
38th	2	0.999946	0.999926	
420	2	0.999952	0.999937	
32	2	0.999968	0.999958	
28	2	0.999968	0.999958	
25th	2	0.999946	0.999926	
237.3	2	0.999946	0.999922	
236.3	2	0.999940	0.999915	
237.7	2	0.999940	0.999915	
236.2	2	0.999940	0.999915	
2021	2	0.999971	0.999952	
2020	2	0.999956	0.999936	
2003	2	0.999946	0.999926	
1989	2	0.999956	0.999936	
2001	2	0.999946	0.999926	
1st	2	0.999952	0.999937	
1986	2	0.999959	0.999940	
1970s	2	0.999940	0.999915	
1968	2	0.999961	0.999942	
1899	2	0.999946	0.999926	
1893	2	0.999946	0.999926	
1.8	2	0.999952	0.999937	
17th	2	0.999946	0.999926	
1,200	2	0.999940	0.999915	
112	2	0.999952	0.999937	
000	2	0.999952	0.999937	
+	2	0.999964	0.999959	
]	2	0.999964	0.999959	
[	2	0.999964	0.999959	
zwarties	1	0.999971	0.999952	
zwickau	1	0.999964	0.999947	
zyla	1	0.999973	0.999963	
zurich	1	0.999967	0.999952	
zug	1	0.999986	0.999979	
zur	1	0.999976	0.999969	
zoo	1	0.999986	0.999979	
zirngast	1	0.999961	0.999942	
ziegenhain	1	0.999964	0.999940	
zibello	1	0.999964	0.999947	
zff	1	0.999976	0.999969	
zamg	1	0.999973	0.999963	
zakaria	1	0.999964	0.999947	
